long,code,provider,s_confidence,time,unique_id,detected,mag,p_error,event_id,s_detected,p_predicted,p_detected,catalogued,p_confidence,lat,s_error,plot_path,depth,date,s_predicted,network,epi_distance,mag_type
,R50D6,Detection,,2024-09-01T02:34:27.960000,2024-09-01_241,True,,,,,,2024-09-01T02:34:27.960000,False,0.2996651530265808,,,,,2024-09-01,,AM,,
,R50D6,Detection,,2024-09-01T02:42:22.970000,2024-09-01_242,True,,,,,,2024-09-01T02:42:22.970000,False,0.1320933550596237,,,,,2024-09-01,,AM,,
,R50D6,Detection,,2024-09-01T02:48:35.130000,2024-09-01_243,True,,,,,,2024-09-01T02:48:35.130000,False,0.1781373172998428,,,,,2024-09-01,,AM,,
,R50D6,Detection,,2024-09-01T02:53:18.890000,2024-09-01_244,True,,,,,,2024-09-01T02:53:18.890000,False,0.3327820301055908,,,,,2024-09-01,,AM,,
,R50D6,Detection,,2024-09-01T03:01:53.450000,2024-09-01_245,True,,,,,,2024-09-01T03:01:53.450000,False,0.1541782766580581,,,,,2024-09-01,,AM,,
,R50D6,Detection,,2024-09-01T03:02:32.230000,2024-09-01_246,True,,,,,,2024-09-01T03:02:32.230000,False,0.1326533555984497,,,,,2024-09-01,,AM,,
,R50D6,Detection,,2024-09-01T03:03:22.060000,2024-09-01_247,True,,,,,,2024-09-01T03:03:22.060000,False,0.1050267145037651,,,,,2024-09-01,,AM,,
,R50D6,Detection,,2024-09-01T03:03:22.990000,2024-09-01_248,True,,,,,,2024-09-01T03:03:22.990000,False,0.4474844634532928,,,,,2024-09-01,,AM,,
,R50D6,Detection,,2024-09-01T03:04:25.090000,2024-09-01_249,True,,,,,,2024-09-01T03:04:25.090000,False,0.4166074991226196,,,,,2024-09-01,,AM,,
,R50D6,Detection,,2024-09-01T03:16:09,2024-09-01_250,True,,,,,,2024-09-01T03:16:09,False,0.1510600745677948,,,,,2024-09-01,,AM,,
,R50D6,Detection,,2024-09-01T03:16:09.940000,2024-09-01_251,True,,,,,,2024-09-01T03:16:09.940000,False,0.1773956567049026,,,,,2024-09-01,,AM,,
,R50D6,Detection,,2024-09-01T03:19:03.010000,2024-09-01_252,True,,,,,,2024-09-01T03:19:03.010000,False,0.1715696901082992,,,,,2024-09-01,,AM,,
,R50D6,Detection,,2024-09-01T03:21:07.990000,2024-09-01_253,True,,,,,,2024-09-01T03:21:07.990000,False,0.6408484578132629,,,,,2024-09-01,,AM,,
,R50D6,Detection,,2024-09-01T03:23:43.350000,2024-09-01_254,True,,,,,,2024-09-01T03:23:43.350000,False,0.2470680922269821,,,,,2024-09-01,,AM,,
,R50D6,Detection,,2024-09-01T03:24:07.270000,2024-09-01_255,True,,,,,,2024-09-01T03:24:07.270000,False,0.2076552808284759,,,,,2024-09-01,,AM,,
,R50D6,Detection,,2024-09-01T03:36:37.970000,2024-09-01_256,True,,,,,,2024-09-01T03:36:37.970000,False,0.10972461104393,,,,,2024-09-01,,AM,,
,R50D6,Detection,,2024-09-01T03:36:38.980000,2024-09-01_257,True,,,,,,2024-09-01T03:36:38.980000,False,0.2459972351789474,,,,,2024-09-01,,AM,,
,R50D6,Detection,,2024-09-01T03:36:39.960000,2024-09-01_258,True,,,,,,2024-09-01T03:36:39.960000,False,0.1836715787649154,,,,,2024-09-01,,AM,,
,R50D6,Detection,,2024-09-01T03:36:40.980000,2024-09-01_259,True,,,,,,2024-09-01T03:36:40.980000,False,0.1834876239299774,,,,,2024-09-01,,AM,,
,R50D6,Detection,,2024-09-01T03:41:23.130000,2024-09-01_260,True,,,,,,2024-09-01T03:41:23.130000,False,0.7053359150886536,,,,,2024-09-01,,AM,,
,R50D6,Detection,,2024-09-01T03:46:07.010000,2024-09-01_261,True,,,,,,2024-09-01T03:46:07.010000,False,0.6000007390975952,,,,,2024-09-01,,AM,,
,R50D6,Detection,,2024-09-01T03:49:35.980000,2024-09-01_262,True,,,,,,2024-09-01T03:49:35.980000,False,0.177014872431755,,,,,2024-09-01,,AM,,
,R50D6,Detection,,2024-09-01T03:49:37,2024-09-01_263,True,,,,,,2024-09-01T03:49:37,False,0.3157990872859955,,,,,2024-09-01,,AM,,
,R50D6,Detection,,2024-09-01T03:55:07.030000,2024-09-01_264,True,,,,,,2024-09-01T03:55:07.030000,False,0.1536728590726852,,,,,2024-09-01,,AM,,
,R50D6,Detection,,2024-09-01T03:57:22.020000,2024-09-01_265,True,,,,,,2024-09-01T03:57:22.020000,False,0.3817343711853027,,,,,2024-09-01,,AM,,
,R50D6,Detection,,2024-09-01T04:02:42.460000,2024-09-01_266,True,,,,,,2024-09-01T04:02:42.460000,False,0.2816358506679535,,,,,2024-09-01,,AM,,
,R50D6,Detection,,2024-09-01T04:06:36.980000,2024-09-01_267,True,,,,,,2024-09-01T04:06:36.980000,False,0.4652183055877685,,,,,2024-09-01,,AM,,
,R50D6,Detection,,2024-09-01T04:07:52.100000,2024-09-01_268,True,,,,,,2024-09-01T04:07:52.100000,False,0.1069012656807899,,,,,2024-09-01,,AM,,
,R50D6,Detection,,2024-09-01T04:07:53.030000,2024-09-01_269,True,,,,,,2024-09-01T04:07:53.030000,False,0.2567529678344726,,,,,2024-09-01,,AM,,
,R50D6,Detection,,2024-09-01T04:09:06.040000,2024-09-01_270,True,,,,,,2024-09-01T04:09:06.040000,False,0.6550317406654358,,,,,2024-09-01,,AM,,
,R50D6,Detection,,2024-09-01T04:11:16.550000,2024-09-01_271,True,,,,,,2024-09-01T04:11:16.550000,False,0.4491905868053436,,,,,2024-09-01,,AM,,
,R50D6,Detection,,2024-09-01T04:11:36.210000,2024-09-01_272,True,,,,,,2024-09-01T04:11:36.210000,False,0.1221603527665138,,,,,2024-09-01,,AM,,
,R50D6,Detection,,2024-09-01T04:12:21.540000,2024-09-01_273,True,,,,,,2024-09-01T04:12:21.540000,False,0.213178664445877,,,,,2024-09-01,,AM,,
,R50D6,Detection,,2024-09-01T04:14:05.970000,2024-09-01_274,True,,,,,,2024-09-01T04:14:05.970000,False,0.1409874856472015,,,,,2024-09-01,,AM,,
,R50D6,Detection,,2024-09-01T04:14:07,2024-09-01_275,True,,,,,,2024-09-01T04:14:07,False,0.5627212524414062,,,,,2024-09-01,,AM,,
,R50D6,Detection,,2024-09-01T04:14:07.960000,2024-09-01_276,True,,,,,,2024-09-01T04:14:07.960000,False,0.1047921329736709,,,,,2024-09-01,,AM,,
,R50D6,Detection,,2024-09-01T04:14:37.020000,2024-09-01_277,True,,,,,,2024-09-01T04:14:37.020000,False,0.2123085111379623,,,,,2024-09-01,,AM,,
,R50D6,Detection,,2024-09-01T04:22:27.540000,2024-09-01_278,True,,,,,,2024-09-01T04:22:27.540000,False,0.2192787379026413,,,,,2024-09-01,,AM,,
,R50D6,Detection,,2024-09-01T04:24:23.050000,2024-09-01_279,True,,,,,,2024-09-01T04:24:23.050000,False,0.1739215850830078,,,,,2024-09-01,,AM,,
,R50D6,Detection,,2024-09-01T04:24:52.960000,2024-09-01_280,True,,,,,,2024-09-01T04:24:52.960000,False,0.1258192062377929,,,,,2024-09-01,,AM,,
,R50D6,Detection,,2024-09-01T04:26:09.970000,2024-09-01_281,True,,,,,,2024-09-01T04:26:09.970000,False,0.2514405846595764,,,,,2024-09-01,,AM,,
,R50D6,Detection,,2024-09-01T04:26:42.650000,2024-09-01_282,True,,,,,,2024-09-01T04:26:42.650000,False,0.1254575699567794,,,,,2024-09-01,,AM,,
,R50D6,Detection,,2024-09-01T04:27:12.610000,2024-09-01_283,True,,,,,,2024-09-01T04:27:12.610000,False,0.4485716819763183,,,,,2024-09-01,,AM,,
,R50D6,Detection,,2024-09-01T04:28:12.870000,2024-09-01_284,True,,,,,,2024-09-01T04:28:12.870000,False,0.2934608459472656,,,,,2024-09-01,,AM,,
,R50D6,Detection,,2024-09-01T04:28:37.990000,2024-09-01_285,True,,,,,,2024-09-01T04:28:37.990000,False,0.7017722725868225,,,,,2024-09-01,,AM,,
,R50D6,Detection,,2024-09-01T04:29:52.320000,2024-09-01_286,True,,,,,,2024-09-01T04:29:52.320000,False,0.6408268213272095,,,,,2024-09-01,,AM,,
,R50D6,Detection,,2024-09-01T04:37:08.030000,2024-09-01_287,True,,,,,,2024-09-01T04:37:08.030000,False,0.1572736203670501,,,,,2024-09-01,,AM,,
,R50D6,Detection,,2024-09-01T04:37:51.460000,2024-09-01_288,True,,,,,,2024-09-01T04:37:51.460000,False,0.1307964026927948,,,,,2024-09-01,,AM,,
,R50D6,Detection,,2024-09-01T04:42:21.180000,2024-09-01_289,True,,,,,,2024-09-01T04:42:21.180000,False,0.3484989404678345,,,,,2024-09-01,,AM,,
,R50D6,Detection,,2024-09-01T04:58:07.150000,2024-09-01_290,True,,,,,,2024-09-01T04:58:07.150000,False,0.6210228800773621,,,,,2024-09-01,,AM,,
,R50D6,Detection,,2024-09-01T05:05:09.790000,2024-09-01_291,True,,,,,,2024-09-01T05:05:09.790000,False,0.2608201503753662,,,,,2024-09-01,,AM,,
,R50D6,Detection,,2024-09-01T05:07:47.400000,2024-09-01_292,True,,,,,,2024-09-01T05:07:47.400000,False,0.1276749521493911,,,,,2024-09-01,,AM,,
,R50D6,Detection,,2024-09-01T05:09:54.960000,2024-09-01_293,True,,,,,,2024-09-01T05:09:54.960000,False,0.1854978948831558,,,,,2024-09-01,,AM,,
,R50D6,Detection,,2024-09-01T05:15:53.950000,2024-09-01_294,True,,,,,,2024-09-01T05:15:53.950000,False,0.1863773465156555,,,,,2024-09-01,,AM,,
,R50D6,Detection,,2024-09-01T05:16:16.560000,2024-09-01_295,True,,,,,,2024-09-01T05:16:16.560000,False,0.1057536378502845,,,,,2024-09-01,,AM,,
,R50D6,Detection,,2024-09-01T05:19:07,2024-09-01_296,True,,,,,,2024-09-01T05:19:07,False,0.1947928071022033,,,,,2024-09-01,,AM,,
,R50D6,Detection,,2024-09-01T05:27:15.870000,2024-09-01_297,True,,,,,,2024-09-01T05:27:15.870000,False,0.2495493441820144,,,,,2024-09-01,,AM,,
,R50D6,Detection,,2024-09-01T05:35:05.990000,2024-09-01_298,True,,,,,,2024-09-01T05:35:05.990000,False,0.1177782341837883,,,,,2024-09-01,,AM,,
,R50D6,Detection,,2024-09-01T05:35:07.970000,2024-09-01_299,True,,,,,,2024-09-01T05:35:07.970000,False,0.1010297536849975,,,,,2024-09-01,,AM,,
,R50D6,Detection,,2024-09-01T05:36:55.110000,2024-09-01_300,True,,,,,,2024-09-01T05:36:55.110000,False,0.149693101644516,,,,,2024-09-01,,AM,,
,R50D6,Detection,,2024-09-01T05:38:35,2024-09-01_301,True,,,,,,2024-09-01T05:38:35,False,0.133195698261261,,,,,2024-09-01,,AM,,
,R50D6,Detection,,2024-09-01T05:39:08.670000,2024-09-01_302,True,,,,,,2024-09-01T05:39:08.670000,False,0.1934941411018371,,,,,2024-09-01,,AM,,
,R50D6,Detection,,2024-09-01T05:44:05.970000,2024-09-01_303,True,,,,,,2024-09-01T05:44:05.970000,False,0.2476601600646972,,,,,2024-09-01,,AM,,
,R50D6,Detection,,2024-09-01T05:44:06.940000,2024-09-01_304,True,,,,,,2024-09-01T05:44:06.940000,False,0.1370857954025268,,,,,2024-09-01,,AM,,
,R50D6,Detection,,2024-09-01T05:48:07.010000,2024-09-01_305,True,,,,,,2024-09-01T05:48:07.010000,False,0.5198650360107422,,,,,2024-09-01,,AM,,
,R50D6,Detection,,2024-09-01T05:53:42.870000,2024-09-01_306,True,,,,,,2024-09-01T05:53:42.870000,False,0.2454188913106918,,,,,2024-09-01,,AM,,
,R50D6,Detection,,2024-09-01T05:58:30.090000,2024-09-01_307,True,,,,,,2024-09-01T05:58:30.090000,False,0.3959549367427826,,,,,2024-09-01,,AM,,
,R50D6,Detection,,2024-09-01T06:01:07.400000,2024-09-01_308,True,,,,,,2024-09-01T06:01:07.400000,False,0.4693072438240051,,,,,2024-09-01,,AM,,
,R50D6,Detection,,2024-09-01T06:01:24.990000,2024-09-01_309,True,,,,,,2024-09-01T06:01:24.990000,False,0.2613172233104706,,,,,2024-09-01,,AM,,
,R50D6,Detection,,2024-09-01T06:01:54.990000,2024-09-01_310,True,,,,,,2024-09-01T06:01:54.990000,False,0.1075048968195915,,,,,2024-09-01,,AM,,
,R50D6,Detection,,2024-09-01T06:04:05.990000,2024-09-01_311,True,,,,,,2024-09-01T06:04:05.990000,False,0.5211822390556335,,,,,2024-09-01,,AM,,
,R50D6,Detection,,2024-09-01T06:04:54.090000,2024-09-01_312,True,,,,,,2024-09-01T06:04:54.090000,False,0.2045066654682159,,,,,2024-09-01,,AM,,
,R50D6,Detection,,2024-09-01T06:07:42.820000,2024-09-01_313,True,,,,,,2024-09-01T06:07:42.820000,False,0.4493752717971802,,,,,2024-09-01,,AM,,
,R50D6,Detection,,2024-09-01T06:08:24.990000,2024-09-01_314,True,,,,,,2024-09-01T06:08:24.990000,False,0.1758460253477096,,,,,2024-09-01,,AM,,
,R50D6,Detection,,2024-09-01T06:14:21.970000,2024-09-01_315,True,,,,,,2024-09-01T06:14:21.970000,False,0.1542660146951675,,,,,2024-09-01,,AM,,
,R50D6,Detection,,2024-09-01T06:22:05.030000,2024-09-01_316,True,,,,,,2024-09-01T06:22:05.030000,False,0.125892773270607,,,,,2024-09-01,,AM,,
,R50D6,Detection,,2024-09-01T06:22:06.010000,2024-09-01_317,True,,,,,,2024-09-01T06:22:06.010000,False,0.1518027633428573,,,,,2024-09-01,,AM,,
,R50D6,Detection,,2024-09-01T06:22:07.010000,2024-09-01_318,True,,,,,,2024-09-01T06:22:07.010000,False,0.1256462484598159,,,,,2024-09-01,,AM,,
,R50D6,Detection,,2024-09-01T06:22:08.010000,2024-09-01_319,True,,,,,,2024-09-01T06:22:08.010000,False,0.2742014229297638,,,,,2024-09-01,,AM,,
,R50D6,Detection,,2024-09-01T06:26:17.740000,2024-09-01_320,True,,,,,,2024-09-01T06:26:17.740000,False,0.1780541986227035,,,,,2024-09-01,,AM,,
,R50D6,Detection,,2024-09-01T06:30:16.910000,2024-09-01_321,True,,,,,,2024-09-01T06:30:16.910000,False,0.1636863648891449,,,,,2024-09-01,,AM,,
,R50D6,Detection,,2024-09-01T06:36:53.930000,2024-09-01_322,True,,,,,,2024-09-01T06:36:53.930000,False,0.4698391556739807,,,,,2024-09-01,,AM,,
,R50D6,Detection,,2024-09-01T06:38:23.770000,2024-09-01_323,True,,,,,,2024-09-01T06:38:23.770000,False,0.3530946969985962,,,,,2024-09-01,,AM,,
,R50D6,Detection,,2024-09-01T06:42:06.220000,2024-09-01_324,True,,,,,,2024-09-01T06:42:06.220000,False,0.1437136381864547,,,,,2024-09-01,,AM,,
,R50D6,Detection,,2024-09-01T06:45:47.280000,2024-09-01_325,True,,,,,,2024-09-01T06:45:47.280000,False,0.2910058200359344,,,,,2024-09-01,,AM,,
,R50D6,Detection,,2024-09-01T06:54:41.370000,2024-09-01_326,True,,,,,,2024-09-01T06:54:41.370000,False,0.1346400827169418,,,,,2024-09-01,,AM,,
,R50D6,Detection,,2024-09-01T07:06:06.010000,2024-09-01_327,True,,,,,,2024-09-01T07:06:06.010000,False,0.4330148696899414,,,,,2024-09-01,,AM,,
,R50D6,Detection,,2024-09-01T07:06:06.830000,2024-09-01_328,True,,,,,,2024-09-01T07:06:06.830000,False,0.5506435036659241,,,,,2024-09-01,,AM,,
,R50D6,Detection,,2024-09-01T07:09:37.970000,2024-09-01_329,True,,,,,,2024-09-01T07:09:37.970000,False,0.1437240093946457,,,,,2024-09-01,,AM,,
,R50D6,Detection,,2024-09-01T07:11:06.960000,2024-09-01_330,True,,,,,,2024-09-01T07:11:06.960000,False,0.1292034983634948,,,,,2024-09-01,,AM,,
,R50D6,Detection,,2024-09-01T07:15:13.160000,2024-09-01_331,True,,,,,,2024-09-01T07:15:13.160000,False,0.6083590984344482,,,,,2024-09-01,,AM,,
,R50D6,Detection,,2024-09-01T07:17:22.030000,2024-09-01_332,True,,,,,,2024-09-01T07:17:22.030000,False,0.2903258800506592,,,,,2024-09-01,,AM,,
,R50D6,Detection,,2024-09-01T07:18:12.190000,2024-09-01_333,True,,,,,,2024-09-01T07:18:12.190000,False,0.1908355802297592,,,,,2024-09-01,,AM,,
,R50D6,Detection,,2024-09-01T07:18:49.590000,2024-09-01_334,True,,,,,,2024-09-01T07:18:49.590000,False,0.1279815435409546,,,,,2024-09-01,,AM,,
,R50D6,Detection,,2024-09-01T07:21:21.040000,2024-09-01_335,True,,,,,,2024-09-01T07:21:21.040000,False,0.2427942454814911,,,,,2024-09-01,,AM,,
,R50D6,Detection,,2024-09-01T07:21:22.020000,2024-09-01_336,True,,,,,,2024-09-01T07:21:22.020000,False,0.1486294865608215,,,,,2024-09-01,,AM,,
,R50D6,Detection,,2024-09-01T07:31:52.120000,2024-09-01_337,True,,,,,,2024-09-01T07:31:52.120000,False,0.2281751334667205,,,,,2024-09-01,,AM,,
,R50D6,Detection,,2024-09-01T07:48:52.190000,2024-09-01_338,True,,,,,,2024-09-01T07:48:52.190000,False,0.1945482045412063,,,,,2024-09-01,,AM,,
,R50D6,Detection,,2024-09-01T07:55:23.100000,2024-09-01_339,True,,,,,,2024-09-01T07:55:23.100000,False,0.6276222467422485,,,,,2024-09-01,,AM,,
,R50D6,Detection,,2024-09-01T08:01:05.950000,2024-09-01_340,True,,,,,,2024-09-01T08:01:05.950000,False,0.1480181962251663,,,,,2024-09-01,,AM,,
,R50D6,Detection,,2024-09-01T08:17:06.890000,2024-09-01_341,True,,,,,,2024-09-01T08:17:06.890000,False,0.2389507293701172,,,,,2024-09-01,,AM,,
,R50D6,Detection,,2024-09-01T08:17:53.070000,2024-09-01_342,True,,,,,,2024-09-01T08:17:53.070000,False,0.4264921247959137,,,,,2024-09-01,,AM,,
,R50D6,Detection,,2024-09-01T08:32:50.500000,2024-09-01_343,True,,,,,,2024-09-01T08:32:50.500000,False,0.4228431284427643,,,,,2024-09-01,,AM,,
,R50D6,Detection,,2024-09-01T08:44:52,2024-09-01_344,True,,,,,,2024-09-01T08:44:52,False,0.164279967546463,,,,,2024-09-01,,AM,,
,R50D6,Detection,,2024-09-01T08:44:53.830000,2024-09-01_345,True,,,,,,2024-09-01T08:44:53.830000,False,0.2707827091217041,,,,,2024-09-01,,AM,,
,R50D6,Detection,,2024-09-01T09:02:08.050000,2024-09-01_346,True,,,,,,2024-09-01T09:02:08.050000,False,0.5160072445869446,,,,,2024-09-01,,AM,,
,R50D6,Detection,,2024-09-01T09:02:36.980000,2024-09-01_347,True,,,,,,2024-09-01T09:02:36.980000,False,0.3392651677131653,,,,,2024-09-01,,AM,,
,R50D6,Detection,,2024-09-01T09:24:12.490000,2024-09-01_348,True,,,,,,2024-09-01T09:24:12.490000,False,0.1292718946933746,,,,,2024-09-01,,AM,,
,R50D6,Detection,,2024-09-01T09:28:35.010000,2024-09-01_349,True,,,,,,2024-09-01T09:28:35.010000,False,0.5051347613334656,,,,,2024-09-01,,AM,,
,R50D6,Detection,,2024-09-01T09:28:36.030000,2024-09-01_350,True,,,,,,2024-09-01T09:28:36.030000,False,0.1015473008155822,,,,,2024-09-01,,AM,,
,R50D6,Detection,,2024-09-01T09:28:36.970000,2024-09-01_351,True,,,,,,2024-09-01T09:28:36.970000,False,0.1433390080928802,,,,,2024-09-01,,AM,,
,R50D6,Detection,,2024-09-01T09:38:51.070000,2024-09-01_352,True,,,,,,2024-09-01T09:38:51.070000,False,0.7461545467376709,,,,,2024-09-01,,AM,,
,R50D6,Detection,,2024-09-01T09:39:21.200000,2024-09-01_353,True,,,,,,2024-09-01T09:39:21.200000,False,0.2618821561336517,,,,,2024-09-01,,AM,,
,R50D6,Detection,,2024-09-01T09:39:22.460000,2024-09-01_354,True,,,,,,2024-09-01T09:39:22.460000,False,0.2257953286170959,,,,,2024-09-01,,AM,,
,R50D6,Detection,,2024-09-01T09:40:55.980000,2024-09-01_355,True,,,,,,2024-09-01T09:40:55.980000,False,0.1445097923278808,,,,,2024-09-01,,AM,,
,R50D6,Detection,,2024-09-01T09:43:05,2024-09-01_356,True,,,,,,2024-09-01T09:43:05,False,0.8391276597976685,,,,,2024-09-01,,AM,,
,R50D6,Detection,,2024-09-01T09:48:07.010000,2024-09-01_357,True,,,,,,2024-09-01T09:48:07.010000,False,0.1707013249397277,,,,,2024-09-01,,AM,,
,R50D6,Detection,,2024-09-01T09:51:06.010000,2024-09-01_358,True,,,,,,2024-09-01T09:51:06.010000,False,0.7004374265670776,,,,,2024-09-01,,AM,,
,R50D6,Detection,,2024-09-01T10:02:25.980000,2024-09-01_359,True,,,,,,2024-09-01T10:02:25.980000,False,0.1001758724451065,,,,,2024-09-01,,AM,,
,R50D6,Detection,,2024-09-01T10:10:05,2024-09-01_360,True,,,,,,2024-09-01T10:10:05,False,0.3306376338005066,,,,,2024-09-01,,AM,,
,R50D6,Detection,,2024-09-01T10:10:07,2024-09-01_361,True,,,,,,2024-09-01T10:10:07,False,0.1363049000501632,,,,,2024-09-01,,AM,,
,R50D6,Detection,,2024-09-01T10:10:08,2024-09-01_362,True,,,,,,2024-09-01T10:10:08,False,0.3728097975254059,,,,,2024-09-01,,AM,,
,R50D6,Detection,,2024-09-01T10:17:19.110000,2024-09-01_363,True,,,,,,2024-09-01T10:17:19.110000,False,0.1431597620248794,,,,,2024-09-01,,AM,,
,R50D6,Detection,,2024-09-01T10:28:35.990000,2024-09-01_364,True,,,,,,2024-09-01T10:28:35.990000,False,0.138188362121582,,,,,2024-09-01,,AM,,
,R50D6,Detection,,2024-09-01T10:28:37.010000,2024-09-01_365,True,,,,,,2024-09-01T10:28:37.010000,False,0.3795206844806671,,,,,2024-09-01,,AM,,
,R50D6,Detection,,2024-09-01T10:42:52.930000,2024-09-01_366,True,,,,,,2024-09-01T10:42:52.930000,False,0.5319513082504272,,,,,2024-09-01,,AM,,
,R50D6,Detection,,2024-09-01T10:48:08.930000,2024-09-01_367,True,,,,,,2024-09-01T10:48:08.930000,False,0.2465416193008422,,,,,2024-09-01,,AM,,
,R50D6,Detection,,2024-09-01T11:09:07.180000,2024-09-01_368,True,,,,,,2024-09-01T11:09:07.180000,False,0.3779250383377075,,,,,2024-09-01,,AM,,
,R50D6,Detection,,2024-09-01T11:11:55.060000,2024-09-01_369,True,,,,,,2024-09-01T11:11:55.060000,False,0.2928597629070282,,,,,2024-09-01,,AM,,
,R50D6,Detection,,2024-09-01T11:14:22.180000,2024-09-01_370,True,,,,,,2024-09-01T11:14:22.180000,False,0.1764550954103469,,,,,2024-09-01,,AM,,
,R50D6,Detection,,2024-09-01T11:17:23.090000,2024-09-01_371,True,,,,,,2024-09-01T11:17:23.090000,False,0.2424616813659668,,,,,2024-09-01,,AM,,
,R50D6,Detection,,2024-09-01T11:18:59.140000,2024-09-01_372,True,,,,,,2024-09-01T11:18:59.140000,False,0.2686226665973663,,,,,2024-09-01,,AM,,
,R50D6,Detection,,2024-09-01T11:24:08.080000,2024-09-01_373,True,,,,,,2024-09-01T11:24:08.080000,False,0.2495980113744735,,,,,2024-09-01,,AM,,
,R50D6,Detection,,2024-09-01T11:24:09.090000,2024-09-01_374,True,,,,,,2024-09-01T11:24:09.090000,False,0.1115618571639061,,,,,2024-09-01,,AM,,
,R50D6,Detection,,2024-09-01T11:26:39.920000,2024-09-01_375,True,,,,,,2024-09-01T11:26:39.920000,False,0.6341211795806885,,,,,2024-09-01,,AM,,
,R50D6,Detection,,2024-09-01T11:29:23.080000,2024-09-01_376,True,,,,,,2024-09-01T11:29:23.080000,False,0.4352690577507019,,,,,2024-09-01,,AM,,
,R50D6,Detection,,2024-09-01T11:33:21.090000,2024-09-01_377,True,,,,,,2024-09-01T11:33:21.090000,False,0.349639892578125,,,,,2024-09-01,,AM,,
,R50D6,Detection,,2024-09-01T11:35:27.790000,2024-09-01_378,True,,,,,,2024-09-01T11:35:27.790000,False,0.230512723326683,,,,,2024-09-01,,AM,,
,R50D6,Detection,,2024-09-01T11:46:06.130000,2024-09-01_379,True,,,,,,2024-09-01T11:46:06.130000,False,0.1201621890068054,,,,,2024-09-01,,AM,,
,R50D6,Detection,,2024-09-01T11:46:07.130000,2024-09-01_380,True,,,,,,2024-09-01T11:46:07.130000,False,0.1518716961145401,,,,,2024-09-01,,AM,,
,R50D6,Detection,,2024-09-01T11:50:42.930000,2024-09-01_381,True,,,,,,2024-09-01T11:50:42.930000,False,0.3291690349578857,,,,,2024-09-01,,AM,,
,R50D6,Detection,,2024-09-01T11:56:27.970000,2024-09-01_382,True,,,,,,2024-09-01T11:56:27.970000,False,0.1239210292696952,,,,,2024-09-01,,AM,,
,R50D6,Detection,,2024-09-01T11:59:47.010000,2024-09-01_383,True,,,,,,2024-09-01T11:59:47.010000,False,0.234873741865158,,,,,2024-09-01,,AM,,
,R50D6,Detection,,2024-09-01T12:10:56.330000,2024-09-01_384,True,,,,,,2024-09-01T12:10:56.330000,False,0.1906491369009018,,,,,2024-09-01,,AM,,
,R50D6,Detection,,2024-09-01T12:13:05.020000,2024-09-01_385,True,,,,,,2024-09-01T12:13:05.020000,False,0.3218380510807037,,,,,2024-09-01,,AM,,
,R50D6,Detection,,2024-09-01T12:15:03.410000,2024-09-01_386,True,,,,,,2024-09-01T12:15:03.410000,False,0.1016595512628555,,,,,2024-09-01,,AM,,
,R50D6,Detection,,2024-09-01T12:15:05,2024-09-01_387,True,,,,,,2024-09-01T12:15:05,False,0.1793267875909805,,,,,2024-09-01,,AM,,
,R50D6,Detection,,2024-09-01T12:15:06,2024-09-01_388,True,,,,,,2024-09-01T12:15:06,False,0.2741557359695434,,,,,2024-09-01,,AM,,
,R50D6,Detection,,2024-09-01T12:17:21.230000,2024-09-01_389,True,,,,,,2024-09-01T12:17:21.230000,False,0.1849752813577652,,,,,2024-09-01,,AM,,
,R50D6,Detection,,2024-09-01T12:21:12.070000,2024-09-01_390,True,,,,,,2024-09-01T12:21:12.070000,False,0.1205468028783798,,,,,2024-09-01,,AM,,
,R50D6,Detection,,2024-09-01T12:29:53.090000,2024-09-01_391,True,,,,,,2024-09-01T12:29:53.090000,False,0.2476907223463058,,,,,2024-09-01,,AM,,
,R50D6,Detection,,2024-09-01T12:29:54.050000,2024-09-01_392,True,,,,,,2024-09-01T12:29:54.050000,False,0.1026844382286071,,,,,2024-09-01,,AM,,
,R50D6,Detection,,2024-09-01T12:39:38.220000,2024-09-01_393,True,,,,,,2024-09-01T12:39:38.220000,False,0.4206592738628387,,,,,2024-09-01,,AM,,
,R50D6,Detection,,2024-09-01T12:40:21.930000,2024-09-01_394,True,,,,,,2024-09-01T12:40:21.930000,False,0.114981897175312,,,,,2024-09-01,,AM,,
,R50D6,Detection,,2024-09-01T12:40:51.250000,2024-09-01_395,True,,,,,,2024-09-01T12:40:51.250000,False,0.2564093172550201,,,,,2024-09-01,,AM,,
,R50D6,Detection,,2024-09-01T12:41:21.170000,2024-09-01_396,True,,,,,,2024-09-01T12:41:21.170000,False,0.1288008242845535,,,,,2024-09-01,,AM,,
,R50D6,Detection,,2024-09-01T12:53:23.020000,2024-09-01_397,True,,,,,,2024-09-01T12:53:23.020000,False,0.6118689179420471,,,,,2024-09-01,,AM,,
,R50D6,Detection,,2024-09-01T12:58:07.950000,2024-09-01_398,True,,,,,,2024-09-01T12:58:07.950000,False,0.1733907908201217,,,,,2024-09-01,,AM,,
,R50D6,Detection,,2024-09-01T12:58:42.690000,2024-09-01_399,True,,,,,,2024-09-01T12:58:42.690000,False,0.1835040301084518,,,,,2024-09-01,,AM,,
,R50D6,Detection,,2024-09-01T13:01:37.810000,2024-09-01_400,True,,,,,,2024-09-01T13:01:37.810000,False,0.1885925829410553,,,,,2024-09-01,,AM,,
